# timestamp x y z qx qy qz qw
1595444159.26551 0.0 0.0 -8.881784197001252e-16 -4.667831620822145e-10 8.041116756415428e-10 -2.932927046131096e-10 1.0
1595444170.56895 -0.12662497071096368 -0.2220353120113714 0.9997120641325181 -0.045907979154683934 0.037789759487633696 0.007365971917379248 0.9982034532025584
1595444171.76824 0.6637153039234818 0.3655178019238008 0.7138617582272002 0.044350094575675424 0.01862450056209166 -0.0022790074863783287 0.9988398286085804
1595444173.36939 1.834177781523465 -0.16840092613978186 0.7234779851655162 -0.08596658778707321 0.032194203015648605 -0.1055244200619399 0.990170629662901
1595444175.06863 2.976447574992733 -0.41476272339016873 0.9474208177346837 -0.026069922487889807 -0.07282072429179369 -0.26005360009349016 0.9624913642903552
1595444183.16772 3.6050544828199236 1.3279634309468804 1.1764242389751702 0.051909286787859096 -0.03727601980771045 -0.049041843442639066 0.9967501301149745
1595444184.26819 4.44615714264836 1.9817141903333493 1.215823731329312 -0.03418596639113543 0.009673957920962373 0.07155763483459629 0.9968035107968503
1595444185.36673 5.011323215435596 2.801163204853907 1.462801369004946 -0.02817946185834048 0.054944240854706144 0.17690873539802845 0.9822883220654437
1595444186.46848 5.619609840696086 3.780991504819724 1.815215202026927 -0.06878160108231485 -0.04307649771692349 0.2737595938040336 0.9583679833431665
1595444187.56759 5.570122764655167 4.838188588653992 2.013884432978074 -0.02287541407172003 0.01701517727031677 0.32333628957175015 0.9458545570115314
1595444189.26814 6.788898071119348 5.675166955761824 2.252878302034423 -0.019974307480394443 -0.018798669371821054 0.292288981650856 0.9559366026447744
1595444190.86833 7.928852817999797 6.290823970198801 2.634523734868229 -0.053587360273435344 -4.520137853982074e-05 0.40878339190252494 0.9110568211041653
1595444191.96859 8.376809667465949 7.2731652951505055 2.7211936482281507 -0.014291699478152007 -0.01974174217059033 0.500249684907216 0.8655381353194828
1595444194.36723 8.30205863121543 8.280876902745746 2.7586490773594385 0.0033645086142779436 -0.01430423288359107 0.5786349972286882 0.8154542347584888
1595444199.16737 8.518336021962483 9.87469387345493 2.970116537685495 0.02049834494012975 0.02166837461365425 0.5656234299829631 0.8241240409371795
1595444200.36691 8.953329424201257 10.980339699580128 3.6535480428912193 -0.06140959909901408 -0.03250583606995397 0.5245924678310573 0.848513390851796
1595444201.46710 9.256785284290231 12.072123649523093 4.143829322725247 -0.016561312231167805 -0.010422952685320477 0.4523272832311537 0.8916373219191899
1595444202.66729 9.779327663827104 12.995225504143946 4.7763208529152585 -0.006163014917921827 0.03625411356464475 0.4313946361948137 0.9014135146308312
1595444203.66748 10.535647156251997 13.6650677245093 5.280250324034285 -0.0005177609997617846 -0.028521498613073248 0.4843191796932658 0.874426205132059
1595444205.26951 11.158868076891622 14.677563056580567 5.105393094266002 -0.014537186367423635 -0.031704322381824225 0.48505947517605646 0.8737853350204253
1595444208.16738 12.137055362317255 15.05902957288373 3.955434414933114 0.009429663437106892 -0.003988165230875926 0.366463071492273 0.9303762643242806
1595444219.36538 11.192480788679092 14.113140492533745 4.502176446895773 0.037994803167215804 -0.023998000079730453 0.5874367201799775 0.8080214048579707
1595444220.46702 10.3847702358118 13.281690117135895 4.798359905339468 0.07314564822694936 0.02443285877906664 0.6835456631708943 0.7258223445979077
1595444221.56666 9.841965545248115 12.38252481245226 4.411810695143729 0.006717759003559268 0.0068183384370176245 0.779693789071261 0.626087835098741
1595444222.66786 9.078433643932328 11.870290696398229 4.068158056661804 0.05189525422992397 0.05357480049697658 0.8358742756623454 0.5438297698968588
1595444223.86725 8.963401051687981 11.238499600517088 3.208187649625531 -0.003227914031666556 0.0021507148032963302 0.902165333218166 0.4313730016310646
1595444224.96741 8.471966427787947 10.506413565862601 2.6771448592940774 0.044544651553393225 -0.03357044888576835 0.939504214408576 0.33796542735628937
1595444226.06672 8.417996721418888 9.32936297870441 2.499402989239775 -0.025984721348362078 0.006936020199453049 0.9821337345655476 0.18625255248874126
1595444227.16778 8.431010305756075 8.180224082500217 2.668911984066354 -0.007073679455567536 0.016017430417411563 0.9910520740276406 0.13232230177598722
1595444228.26637 8.396626140745667 7.107696378010161 3.0529901487478 0.029925819644042725 0.018885570151595647 0.9993101751201192 0.011267406981112374
1595444229.36791 8.641850031694645 6.061483723393536 3.1950791775063183 -0.0032546276932305263 0.011367392075091543 0.9945333819767199 -0.10374749119828112
1595444230.46796 8.754627098217696 5.023172632364151 3.4819486743806642 -0.003980160902886105 -0.014916709985479058 0.9737901099444273 -0.22692393407663436
1595444231.66693 8.929074682781703 4.087368874694647 3.9549049943775154 0.018476808972681363 -0.010649301797740911 0.9395861855015835 -0.3416474790130783
1595444232.76706 9.31040480963864 3.139231935106068 4.1394474579885 0.06603835858244321 -0.03182052051879877 0.8928676829315277 -0.44431260441960724
1595444233.86973 10.386058260852224 2.4672668572071075 4.041354000210806 -0.0176507356310153 -0.05361535930263986 -0.8327812248843963 0.5507170564442122
1595444234.96761 11.361405075160036 2.3731989954038397 3.6753954905288815 0.016186202872030733 0.03199236413349344 -0.7647430765219986 0.6433370208416459
1595444236.06684 12.258265815895982 1.5027356508404068 3.9163433369659124 -0.05988088743109541 -0.032994107099463384 -0.6901746160260245 0.7204059047582159
1595444237.16630 13.355989073698595 1.4420047853951417 3.673138986715988 0.011429642445947104 0.00723756182658107 -0.6021053220927708 0.7983020494023081
1595444238.36624 14.527165988271719 1.105603313936939 3.6888560985734324 -0.07176536065289416 0.019138247594066026 -0.488258281784712 0.8695328117776977
1595444239.46727 15.70167135399214 1.365866556686342 3.4122977386050692 0.0061569881558248005 -0.02143162622713255 -0.3943207487161997 0.9187023043543567
1595444241.16683 17.044957972404063 0.8732402860549939 2.624788447820511 -0.0484951563044073 -0.02554992001896091 -0.2212907694749611 0.9736661731554688
1595444242.76583 18.355272730523126 0.6541514779520412 2.8260670725874095 0.012596457960392913 0.03503050447687044 -0.08696440216395172 0.9955156381289119
1595444243.86587 19.493377506655463 0.3353799944922855 3.0472170540859764 0.022558696567366688 -0.018228370406236826 0.0049404064902324124 0.9995671183593555
1595444245.56623 20.89205957693528 0.21103330077994542 3.4874596533577145 -0.008257890544480525 -0.019504701956049322 0.1562643654930106 0.9874881376109932
1595444247.26443 22.016643866482752 0.3658708941345026 3.7140611858250745 -0.02218694592659778 -0.026480304334377938 0.25592461464510663 0.9660792537527978
1595444251.76594 22.82394995917818 0.9763778434580388 3.9036116173157867 -0.04602471735654169 0.06768328051097397 0.33992787575614863 0.9368829906746282
1595444252.76728 24.03863811597111 2.1185705144643805 4.070533402256524 0.017464027245798572 -0.06696722275323437 0.37314239081672007 0.9251892536149882
1595444253.96649 24.804186099659717 2.807284117262867 3.9359122819494097 -0.024781705410267845 0.028702743886397125 0.3830968247095823 0.9229294894344781
1595444255.16681 25.91319417010024 3.7037030925901604 3.706545087494609 -0.050376882600903276 -0.024830700542824997 0.4312907542104123 0.9004631537950796
1595444256.16797 26.40818734394057 4.570101326723545 3.278219018702163 -0.009546309035638788 0.00247708619641492 0.4324518171521379 0.9016031044032543
1595444257.26621 27.04131221482922 5.449585298850877 2.774771808495532 -0.00011009385412575086 0.0025086316593294447 0.44486848274403296 0.8955923892639793
