# timestamp x y z qx qy qz qw
1632941275.46901 0.0 1.3322676295501878e-15 0.0 -1.0408340855860843e-17 -3.469446951953614e-18 1.3877787807814457e-17 1.0
1632941278.36984 -0.031951521153402496 0.05917724518926537 0.2026056942630028 -0.06169749136102367 0.044455247077180814 0.01629205502280617 0.9969712731619689
1632941279.16914 0.015499539548283536 0.1819150723528633 0.39013733751673163 -0.05109979071169922 0.02596818397796596 0.014268532833657512 0.9982539124796266
1632941279.67001 -0.01644451476656883 0.2226022821164806 0.6080995722171054 -0.03974858759333435 0.032489986979409594 0.008385856400876478 0.9986461475131403
1632941280.26853 -0.05757766551323584 0.17051855702558605 0.8714002569680352 -0.05305701611057739 0.04205147088768133 -0.0026586528932103755 0.9977021391188945
1632941281.06879 -0.09179005846285904 0.007913117183054652 1.0279959775426324 -0.06678901223842762 0.03232906465084832 -0.006306975958929776 0.9972232856673925
1632941283.16868 -0.0173139645354361 0.18445253591120236 0.9016307716177354 -0.03839896704236059 0.043677518168971335 -0.004969752303113013 0.9982950942976354
1632941283.76802 0.22053731539125465 0.3618078873624788 0.8379719501643961 -0.025721565445620775 0.028332751063114957 0.002687120998303958 0.9992639469474333
1632941284.36757 0.4512936385577113 0.3671645856333119 0.8338971860811548 -0.03271780653090306 0.032907104882979245 0.002689615673242717 0.9989191326386523
1632941284.96691 0.6238588731469186 0.29014210981184485 0.7659063239781987 -0.03865895304123849 0.04552329426033257 -0.006331054011039899 0.9981948871761225
1632941285.46698 0.8022595408434938 0.18957476306038057 0.7090301221642084 -0.05638083525979351 0.0554534750613141 -0.005464542401000624 0.9968531748935647
1632941285.96745 1.0591027495599477 0.1628320580872713 0.6515147610251311 -0.05116099089223677 0.029632051878151277 -0.002878369677834839 0.9982465674874184
1632941286.46810 1.288673316791865 0.20498288069867066 0.6094266901023815 -0.021205536021865975 0.03156599965217687 -0.01786421799447342 0.9991170014685118
1632941287.06746 1.4958990476715641 0.20234054550193692 0.6141115087842777 -0.020642492771196785 0.021558080350979714 -0.011653865477405474 0.9994865302159937
1632941287.96750 1.5788583397199538 0.019216865093497404 0.6722168367370283 -0.05372096469712794 0.045508569881331506 0.0007842191656854816 0.9975181266622006
1632941291.36736 1.361771631059316 0.028911416494393105 0.6717084116924164 -0.0450387417924976 0.034579137695105316 -0.013759854906317887 0.9982917716614561
1632941291.87044 1.0926970354333996 0.08555272318054241 0.6290919188095292 -0.028801522526763466 0.08576861126509719 -0.0313709636331536 0.9954044807325937
1632941294.06721 1.0692223129896377 -0.1179314745318476 0.6924792723395021 -0.04823208964154197 0.06487401854441172 0.0031207979439447538 0.9967222721836323
1632941294.56798 1.3069542995827454 -0.2139457742103592 0.6794834996522812 -0.0668230121946117 0.044241516676558006 0.004418031077296992 0.9967737226897571
1632941295.07359 1.5314781916372908 -0.24104222737779635 0.6840420874187019 -0.07021818442589566 0.015155926303118062 0.0027659113767639016 0.9974126799916279
1632941295.76670 1.6900868107854876 -0.13668635946419805 0.6139606250773526 -0.05066150797391401 0.040414224354373626 -0.015465933113331783 0.9977779848205599
1632941296.76722 1.8030208976978486 0.027571573086903278 0.5887241552903766 -0.026322404100107846 0.03469762808147971 -0.015958726459342213 0.9989236831198397
1632941302.36832 1.9500135829345133 -0.13422313675924968 0.5855552197098217 -0.01091548884429929 0.07686840328728906 -0.004862768429909709 0.9969696355268549
1632941302.87075 2.1624026772754696 -0.31889908175977855 0.6592370990506087 -0.07018165025594286 0.08758105586947448 -0.06922163647912673 0.991268106852678
1632941303.47211 2.6448819124045038 -0.4933663099380068 0.6072938226704272 -0.05551775099186572 0.008379666866534368 -0.14508598988256755 0.9878246889240048
1632941304.06851 3.0350898363909558 -0.590719564145112 0.5778669904679989 -0.019002492965914008 0.01630743451279105 -0.13986641068337022 0.9898537063643508
1632941304.66860 3.327370178090753 -0.7668277606230052 0.5744587227035858 -0.05859910278296236 0.055376939738783645 -0.11134730478342592 0.9905055867665088
1632941305.26822 3.732645897198932 -0.9451863982763036 0.5903254827952638 -0.07342930892143931 0.049302279227291516 -0.09585171907741238 0.9914584559144266
1632941305.76942 4.1445123579232614 -1.0021730024717832 0.6143224716206581 -0.03898358155447502 0.040584877304489266 -0.07199210537182926 0.9958163911422109
1632941306.37313 4.631640665818406 -1.155400074845672 0.6688914091120455 -0.05284367746617199 0.039802837668904065 -0.035509037577393855 0.9971772099861095
1632941306.96948 5.127585124748826 -1.3864395161192808 0.6154967012076926 -0.08422337441640981 0.023425813140738373 -0.08988991736377774 0.9921075834993611
1632941307.56906 5.56594263987602 -1.399445554730164 0.5345026866685925 -0.051397925564330156 0.012710543714513965 -0.15294520439684045 0.986815311888792
1632941308.16769 5.9282511464005125 -1.2930964375715925 0.47716715859404824 -0.009196346200205754 0.058644968756016026 -0.15385848844752065 0.9863081467719995
1632941308.67484 6.220670750520316 -1.3520490095900586 0.47781829515789775 -0.016311613571719185 0.03658843924991208 -0.11277450757990955 0.9928127355226923
1632941309.26828 6.6167763869915355 -1.6126313625642412 0.6001159319877742 -0.0653555705797622 0.06306928651944257 -0.07308001016709781 0.9931818698537037
1632941309.86694 7.1775432003863 -1.8767557906119707 0.6626746324501211 -0.07003950078578904 0.025255980332140302 -0.06186242899060874 0.9953037946609677
1632941310.36701 7.653940004383291 -2.0121676407942193 0.5844858444324212 -0.06898453143138888 0.02771693911421095 -0.08326055088277393 0.9937507667297811
1632941310.87552 8.043460977372089 -2.062335111706755 0.4594493095152328 -0.046016563493413924 0.044987122041403135 -0.130218913244387 0.9893945974019361
1632941311.46681 8.53683174006191 -2.1264101923808028 0.33384183696888003 -0.057311786763812676 0.018395686350141972 -0.13208577224631088 0.9894090693902812
1632941311.96751 8.907034093183622 -2.2179167378319047 0.23902139780752618 -0.06381206041827449 0.018623662192742932 -0.14494155649972554 0.9872047028611352
1632941312.56615 9.254655961831222 -2.2585751777951906 0.21201612058813657 -0.06748164813846554 0.03828812833587161 -0.1570335309747869 0.9845408658570973
1632941313.06751 9.487944608805396 -2.2642136348200745 0.18508776387362547 -0.07279263237812532 0.03559054326161577 -0.1377937939169261 0.9871410315956813
1632941313.66822 9.775393002838921 -2.2124190943900732 0.265077261616693 -0.07144376231288335 0.030330277963920727 -0.11527267118107742 0.9902969627056274
